"timestamp","ntnx-ahv01","ntnx-ahv02","ntnx-ahv03"
"2024/05/25 18:45:30","154096","138166","154375"
"2024/05/25 18:46:00","260131","214823","272108"
"2024/05/25 18:46:30","212171","196585","162954"
"2024/05/25 18:47:00","221719","218412","211704"
"2024/05/25 18:47:30","175007","149295","140430"
"2024/05/25 18:48:00","214022","249808","240009"
"2024/05/25 18:48:30","203002","224867","174036"
"2024/05/25 18:49:00","222640","206504","203773"
"2024/05/25 18:49:30","161989","132072","121462"
"2024/05/25 18:50:00","240559","281773","260413"
"2024/05/25 18:50:30","168444","201293","153665"
"2024/05/25 18:51:00","338902","239696","343678"
"2024/05/25 18:51:30","162283","147768","141922"
"2024/05/25 18:52:00","223109","218740","245024"
"2024/05/25 18:52:30","213652","232394","248572"
"2024/05/25 18:53:00","246169","233932","208444"
"2024/05/25 18:53:30","151279","142282","123589"
"2024/05/25 18:54:00","205861","205589","256925"
"2024/05/25 18:54:30","169354","191389","146935"
"2024/05/25 18:55:00","267832","284361","235157"
"2024/05/25 18:55:30","180227","208818","245977"
"2024/05/25 18:56:00","325850","236984","306429"
"2024/05/25 18:56:30","195520","222111","189488"
"2024/05/25 18:57:00","258657","228422","217333"
"2024/05/25 18:57:30","177977","158098","140078"
"2024/05/25 18:58:00","217883","251363","244684"
"2024/05/25 18:58:30","175348","169616","156024"
"2024/05/25 18:59:00","249606","237454","206757"
"2024/05/25 18:59:30","164814","136274","122737"
"2024/05/25 19:00:00","283184","336771","314626"
"2024/05/25 19:00:30","227081","268976","211509"
"2024/05/25 19:01:00","320255","340646","292114"
"2024/05/25 19:01:30","162767","236668","141746"
"2024/05/25 19:02:00","225566","211715","220880"
"2024/05/25 19:02:30","245071","200177","266409"
"2024/05/25 19:03:00","227122","284224","286856"
"2024/05/25 19:03:30","184153","148387","160779"
"2024/05/25 19:04:00","220410","202641","234269"
"2024/05/25 19:04:30","277948","250566","288901"
"2024/05/25 19:05:00","355400","315900","242957"
"2024/05/25 19:05:30","292003","155217","167879"
"2024/05/25 19:06:00","278294","232314","287047"
"2024/05/25 19:06:30","188287","174689","223068"
"2024/05/25 19:07:00","283626","282346","257959"
"2024/05/25 19:07:30","244933","155870","145845"
"2024/05/25 19:08:00","216489","258307","217895"
"2024/05/25 19:08:30","188721","194799","209395"
"2024/05/25 19:09:00","198956","201907","211591"
"2024/05/25 19:09:30","203993","172547","126416"
"2024/05/25 19:10:00","229593","276916","230958"
"2024/05/25 19:10:30","184135","165334","199504"
"2024/05/25 19:11:00","258930","205792","264024"
"2024/05/25 19:11:30","200602","181626","144229"
"2024/05/25 19:12:00","212614","213677","213924"
"2024/05/25 19:12:30","201679","190044","212784"
"2024/05/25 19:13:00","215874","243635","221711"
"2024/05/25 19:13:30","195847","175655","132724"
"2024/05/25 19:14:00","195361","202206","220581"
"2024/05/25 19:14:30","180370","222110","165607"
"2024/05/25 19:15:00","256831","333643","294119"
"2024/05/25 19:15:30","212270","232026","135140"
"2024/05/25 19:16:00","257685","200043","264420"
"2024/05/25 19:16:30","203965","197236","190462"
"2024/05/25 19:17:00","211558","211773","246648"
"2024/05/25 19:17:30","195445","174170","130532"
"2024/05/25 19:18:00","236985","251649","220078"
"2024/05/25 19:18:30","184240","179097","156705"
"2024/05/25 19:19:00","191267","199659","238305"
"2024/05/25 19:19:30","178661","172482","124842"
"2024/05/25 19:20:00","256467","275465","234679"
"2024/05/25 19:20:30","196764","197112","177730"
"2024/05/25 19:21:00","253897","208767","298694"
"2024/05/25 19:21:30","173359","178754","138302"
"2024/05/25 19:22:00","244149","210941","213197"
"2024/05/25 19:22:30","198253","170147","179051"
"2024/05/25 19:23:00","231660","265127","262411"
"2024/05/25 19:23:30","165146","172586","121382"
"2024/05/25 19:24:00","226983","201960","221037"
"2024/05/25 19:24:30","197381","186296","171369"
"2024/05/25 19:25:00","224227","271700","264213"
"2024/05/25 19:25:30","175499","157243","144892"
"2024/05/25 19:26:00","314045","251001","275546"
"2024/05/25 19:26:30","196015","178800","172769"
"2024/05/25 19:27:00","206699","209233","245942"
"2024/05/25 19:27:30","191409","179038","133575"
"2024/05/25 19:28:00","252114","287812","224086"
"2024/05/25 19:28:30","200223","200918","184784"
"2024/05/25 19:29:00","199648","196537","211026"
"2024/05/25 19:29:30","177687","138885","151494"
"2024/05/25 19:30:00","257092","316277","236317"
"2024/05/25 19:30:30","195859","180562","152573"
"2024/05/25 19:31:00","247839","203189","264904"
"2024/05/25 19:31:30","174194","148330","171592"
"2024/05/25 19:32:00","206344","242094","210964"
"2024/05/25 19:32:30","251161","196328","180085"
"2024/05/25 19:33:00","209973","235153","220253"
"2024/05/25 19:33:30","166745","146186","156111"
"2024/05/25 19:34:00","192546","226911","217544"
"2024/05/25 19:34:30","276263","165512","153967"
"2024/05/25 19:35:00","325276","322485","307836"
"2024/05/25 19:35:30","181359","178440","166583"
"2024/05/25 19:36:00","256025","240618","267142"
"2024/05/25 19:36:30","248260","199420","195826"
"2024/05/25 19:37:00","206626","208595","209404"
"2024/05/25 19:37:30","190805","148691","166894"
"2024/05/25 19:38:00","199978","254333","203419"
"2024/05/25 19:38:30","242675","203184","169595"
"2024/05/25 19:39:00","193789","197058","221341"
"2024/05/25 19:39:30","178888","138443","160983"
"2024/05/25 19:40:00","312148","280955","231158"
"2024/05/25 19:40:30","332959","233342","189162"
"2024/05/25 19:41:00","308526","217550","278702"
"2024/05/25 19:41:30","206003","170349","178103"
"2024/05/25 19:42:00","209209","210571","208354"
"2024/05/25 19:42:30","236240","202685","165683"
"2024/05/25 19:43:00","199970","245492","210895"
"2024/05/25 19:43:30","180546","157124","174816"
"2024/05/25 19:44:00","201010","192739","218119"
"2024/05/25 19:44:30","218790","226022","179945"
"2024/05/25 19:45:00","240275","270995","254156"
"2024/05/25 19:45:30","171106","157617","147109"
"2024/05/25 19:46:00","258070","202382","310419"
"2024/05/25 19:46:30","229505","227612","193412"
"2024/05/25 19:47:00","241703","204014","200833"
"2024/05/25 19:47:30","215564","174316","166255"
"2024/05/25 19:48:00","214213","257515","254278"
"2024/05/25 19:48:30","219028","255966","196722"
"2024/05/25 19:49:00","228745","195172","194237"
"2024/05/25 19:49:30","179051","135854","131689"
"2024/05/25 19:50:00","224453","272878","249860"
"2024/05/25 19:50:30","184114","202377","162218"
"2024/05/25 19:51:00","316826","226579","333495"
"2024/05/25 19:51:30","178828","154999","153929"
"2024/05/25 19:52:00","205969","209131","230771"
"2024/05/25 19:52:30","217329","213573","247738"
"2024/05/25 19:53:00","243555","245952","204813"
"2024/05/25 19:53:30","178025","156709","145243"
"2024/05/25 19:54:00","185781","199004","242183"
"2024/05/25 19:54:30","184315","163910","156163"
"2024/05/25 19:55:00","258961","311037","230888"
"2024/05/25 19:55:30","174271","147321","144223"
"2024/05/25 19:56:00","245968","202836","290600"
"2024/05/25 19:56:30","209634","196521","199050"
"2024/05/25 19:57:00","228740","247852","206472"
"2024/05/25 19:57:30","202110","150146","139807"
"2024/05/25 19:58:00","192420","238557","226146"
"2024/05/25 19:58:30","201882","186171","177020"
"2024/05/25 19:59:00","197388","229498","207711"
"2024/05/25 19:59:30","211778","137873","133807"
"2024/05/25 20:00:00","274285","344511","325668"
"2024/05/25 20:00:30","268199","268700","242679"
"2024/05/25 20:01:00","253471","253978","257794"
"2024/05/25 20:01:30","207820","145701","152453"
"2024/05/25 20:02:00","199336","210703","196874"
"2024/05/25 20:02:30","197860","169143","199959"
"2024/05/25 20:03:00","191604","267785","193838"
"2024/05/25 20:03:30","213017","157642","152327"
"2024/05/25 20:04:00","190187","197025","203112"
"2024/05/25 20:04:30","200521","187580","219438"
"2024/05/25 20:05:00","217628","302983","215410"
"2024/05/25 20:05:30","296192","183610","210641"
"2024/05/25 20:06:00","267987","240675","254866"
"2024/05/25 20:06:30","198520","175872","223469"
"2024/05/25 20:07:00","270163","259634","218718"
"2024/05/25 20:07:30","227342","178457","148714"
"2024/05/25 20:08:00","195417","243460","191966"
"2024/05/25 20:08:30","205983","210664","240726"
"2024/05/25 20:09:00","203032","209071","192904"
"2024/05/25 20:09:30","215235","171165","143769"
"2024/05/25 20:10:00","234481","276382","235558"
"2024/05/25 20:10:30","194685","181647","215809"
"2024/05/25 20:11:00","251704","215235","258777"
"2024/05/25 20:11:30","212473","188419","169215"
"2024/05/25 20:12:00","222108","214993","222624"
"2024/05/25 20:12:30","227638","202728","233803"
"2024/05/25 20:13:00","191229","230392","189451"
"2024/05/25 20:13:30","165320","177221","146738"
"2024/05/25 20:14:00","236463","216789","218628"
"2024/05/25 20:14:30","192307","220519","173902"
"2024/05/25 20:15:00","243326","343295","269378"
"2024/05/25 20:15:30","180511","207453","154199"
"2024/05/25 20:16:00","280138","223031","248983"
"2024/05/25 20:16:30","215457","200540","208130"
"2024/05/25 20:17:00","204424","216621","226957"
"2024/05/25 20:17:30","180713","176431","147421"
"2024/05/25 20:18:00","227902","246431","189699"
"2024/05/25 20:18:30","197248","176963","176323"
"2024/05/25 20:19:00","198812","210053","230813"
"2024/05/25 20:19:30","181042","171422","140397"
"2024/05/25 20:20:00","255464","276280","212962"
"2024/05/25 20:20:30","201838","196159","194685"
"2024/05/25 20:21:00","245494","205347","277302"
"2024/05/25 20:21:30","174419","179950","161473"
"2024/05/25 20:22:00","243845","215103","193591"
"2024/05/25 20:22:30","197207","168581","193894"
"2024/05/25 20:23:00","215079","254691","228233"
"2024/05/25 20:23:30","167173","146408","145562"
"2024/05/25 20:24:00","234338","241617","214591"
"2024/05/25 20:24:30","201840","189765","189421"
"2024/05/25 20:25:00","238429","299742","268208"
"2024/05/25 20:25:30","176192","151579","148663"
"2024/05/25 20:26:00","266231","234823","254061"
"2024/05/25 20:26:30","217698","177872","182263"
"2024/05/25 20:27:00","204239","210768","227278"
"2024/05/25 20:27:30","179676","149361","145941"
"2024/05/25 20:28:00","191781","278109","187943"
"2024/05/25 20:28:30","241370","197930","194707"
"2024/05/25 20:29:00","205185","211492","214274"
"2024/05/25 20:29:30","186396","142506","169255"
"2024/05/25 20:30:00","223949","310564","215279"
"2024/05/25 20:30:30","217692","175076","167827"
"2024/05/25 20:31:00","247309","210399","247461"
"2024/05/25 20:31:30","175948","148981","190863"
"2024/05/25 20:32:00","203788","246243","196024"
"2024/05/25 20:32:30","247620","198727","198857"
"2024/05/25 20:33:00","193440","225912","191235"
"2024/05/25 20:33:30","166765","145708","173318"
"2024/05/25 20:34:00","202801","242584","215902"
"2024/05/25 20:34:30","274313","163409","167316"
"2024/05/25 20:35:00","228238","279940","224994"
"2024/05/25 20:35:30","170728","149966","178187"
"2024/05/25 20:36:00","366069","258019","326189"
"2024/05/25 20:36:30","283413","296174","226053"
"2024/05/25 20:37:00","208688","226387","197897"
"2024/05/25 20:37:30","192225","147578","186048"
"2024/05/25 20:38:00","190817","245687","196376"
"2024/05/25 20:38:30","218185","205141","169851"
"2024/05/25 20:39:00","191431","198822","213917"
"2024/05/25 20:39:30","197179","157164","185239"
"2024/05/25 20:40:00","225339","273649","216709"
"2024/05/25 20:40:30","208732","226807","198911"
"2024/05/25 20:41:00","277889","199245","244633"
"2024/05/25 20:41:30","200692","166329","189332"
"2024/05/25 20:42:00","207948","213152","196235"
"2024/05/25 20:42:30","198684","203719","175668"
"2024/05/25 20:43:00","229734","224616","189511"
"2024/05/25 20:43:30","168062","145861","175500"
"2024/05/25 20:44:00","192041","194248","200502"
"2024/05/25 20:44:30","220024","231399","210051"
"2024/05/25 20:45:00","255954","278324","217515"
"2024/05/25 20:45:30","171553","148582","151339"
"2024/05/25 20:46:00","246758","208202","280123"
"2024/05/25 20:46:30","190843","213428","182095"
"2024/05/25 20:47:00","236592","217616","196609"
"2024/05/25 20:47:30","182539","143703","146314"
"2024/05/25 20:48:00","197548","244671","222852"
"2024/05/25 20:48:30","202195","235208","196517"
"2024/05/25 20:49:00","219552","200480","187947"
"2024/05/25 20:49:30","190618","151387","167971"
"2024/05/25 20:50:00","219500","277956","247309"
"2024/05/25 20:50:30","199676","225949","183634"
"2024/05/25 20:51:00","320409","247571","326404"
"2024/05/25 20:51:30","173658","152395","160113"
"2024/05/25 20:52:00","213494","219610","236691"
"2024/05/25 20:52:30","214753","197218","257128"
"2024/05/25 20:53:00","209711","262503","191332"
"2024/05/25 20:53:30","187825","145288","144859"
"2024/05/25 20:54:00","190812","197270","237010"
"2024/05/25 20:54:30","196912","173803","177954"
"2024/05/25 20:55:00","221339","312505","212892"
"2024/05/25 20:55:30","206500","148299","149847"
"2024/05/25 20:56:00","253016","207878","296841"
"2024/05/25 20:56:30","220851","216798","219675"
"2024/05/25 20:57:00","224675","267115","205584"
"2024/05/25 20:57:30","211255","150008","152729"
"2024/05/25 20:58:00","193671","246301","216862"
"2024/05/25 20:58:30","183462","171329","177020"
"2024/05/25 20:59:00","197759","232897","189261"
"2024/05/25 20:59:30","224781","158084","164226"
"2024/05/25 21:00:00","283967","328568","284716"
"2024/05/25 21:00:30","210551","198662","226565"
"2024/05/25 21:01:00","355901","244342","251772"
"2024/05/25 21:01:30","314183","169448","158282"
"2024/05/25 21:02:00","215211","329499","193919"
"2024/05/25 21:02:30","207790","253076","213395"
"2024/05/25 21:03:00","191185","272122","223213"
"2024/05/25 21:03:30","202783","149778","257420"
"2024/05/25 21:04:00","187526","211623","266346"
"2024/05/25 21:04:30","211667","198146","245514"
"2024/05/25 21:05:00","217963","293545","208360"
"2024/05/25 21:05:30","201805","164569","151834"
"2024/05/25 21:06:00","250971","211023","244256"
"2024/05/25 21:06:30","267834","175953","286362"
"2024/05/25 21:07:00","326482","303894","220769"
"2024/05/25 21:07:30","211864","182426","153526"
"2024/05/25 21:08:00","202784","244418","186138"
"2024/05/25 21:08:30","217150","195697","232537"
"2024/05/25 21:09:00","-1","-1","-1"
"2024/05/25 21:09:30","-1","-1","-1"
"2024/05/25 21:10:00","380646","367364","374552"
"2024/05/25 21:10:30","203831","272609","231606"
"2024/05/25 21:11:00","206547","216101","215655"
"2024/05/25 21:11:30","185367","148933","239705"
"2024/05/25 21:12:00","212027","204465","170016"
"2024/05/25 21:12:30","250508","217591","207269"
"2024/05/25 21:13:00","226856","211384","212981"
"2024/05/25 21:13:30","188711","187855","170821"
"2024/05/25 21:14:00","208372","185907","154765"
"2024/05/25 21:14:30","220578","206459","184493"
"2024/05/25 21:15:00","241200","314163","226891"
"2024/05/25 21:15:30","257064","271839","246239"
"2024/05/25 21:16:00","257013","187498","164323"
"2024/05/25 21:16:30","241682","210121","253827"
"2024/05/25 21:17:00","231295","234597","232041"
"2024/05/25 21:17:30","209742","159360","171943"
"2024/05/25 21:18:00","216300","201845","165908"
"2024/05/25 21:18:30","234027","232257","176041"
"2024/05/25 21:19:00","225034","218125","220172"
"2024/05/25 21:19:30","204927","158538","170783"
"2024/05/25 21:20:00","236985","251108","170266"
"2024/05/25 21:20:30","266652","260876","224447"
"2024/05/25 21:21:00","317167","308921","276050"
"2024/05/25 21:21:30","193637","154232","252672"
"2024/05/25 21:22:00","226367","215487","178859"
"2024/05/25 21:22:30","233029","188192","165614"
"2024/05/25 21:23:00","229130","219726","195440"
"2024/05/25 21:23:30","185305","181409","194896"
"2024/05/25 21:24:00","203768","195141","160995"
"2024/05/25 21:24:30","219803","200278","204014"
"2024/05/25 21:25:00","264334","312250","221200"
"2024/05/25 21:25:30","220215","167075","232910"
"2024/05/25 21:26:00","268554","180752","180765"
"2024/05/25 21:26:30","194109","142279","232686"
"2024/05/25 21:27:00","290600","278079","226281"
"2024/05/25 21:27:30","200320","176788","206650"
"2024/05/25 21:28:00","219354","223325","163832"
"2024/05/25 21:28:30","196480","221679","194138"
"2024/05/25 21:29:00","263258","262672","181020"
"2024/05/25 21:29:30","198130","160393","203750"
"2024/05/25 21:30:00","233265","280514","179998"
"2024/05/25 21:30:30","191756","167022","184501"
"2024/05/25 21:31:00","325638","272574","200913"
"2024/05/25 21:31:30","183486","155634","259862"
"2024/05/25 21:32:00","236207","215315","167710"
"2024/05/25 21:32:30","206245","196102","202706"
"2024/05/25 21:33:00","264985","258538","195500"
"2024/05/25 21:33:30","185399","184389","191121"
"2024/05/25 21:34:00","213072","197110","168480"
"2024/05/25 21:34:30","235607","146892","171458"
"2024/05/25 21:35:00","279271","319770","198931"
"2024/05/25 21:35:30","202168","176571","228743"
"2024/05/25 21:36:00","286395","218718","182953"
"2024/05/25 21:36:30","195337","174833","250992"
"2024/05/25 21:37:00","331749","278520","195850"
"2024/05/25 21:37:30","243433","227416","243536"
"2024/05/25 21:38:00","221780","213538","208555"
"2024/05/25 21:38:30","173191","181949","157862"
"2024/05/25 21:39:00","228750","242905","194533"
"2024/05/25 21:39:30","206174","158720","175465"
"2024/05/25 21:40:00","232254","263158","198054"
"2024/05/25 21:40:30","195413","186514","211356"
"2024/05/25 21:41:00","288791","240848","209492"
"2024/05/25 21:41:30","221116","200646","220654"
"2024/05/25 21:42:00","217555","216082","211214"
"2024/05/25 21:42:30","174632","158584","163455"
"2024/05/25 21:43:00","228786","229311","196261"
"2024/05/25 21:43:30","197635","213999","160983"
"2024/05/25 21:44:00","198854","197517","195942"
"2024/05/25 21:44:30","181832","172205","198546"
"2024/05/25 21:45:00","243073","285829","195500"
"2024/05/25 21:45:30","215967","195303","195842"
"2024/05/25 21:46:00","273004","214374","206596"
"2024/05/25 21:46:30","167210","147126","232700"
"2024/05/25 21:47:00","238689","234025","207560"
"2024/05/25 21:47:30","207144","195056","158129"
"2024/05/25 21:48:00","214055","209197","195868"
"2024/05/25 21:48:30","198359","223167","198746"
"2024/05/25 21:49:00","220239","222384","183829"
"2024/05/25 21:49:30","215096","175825","170989"
"2024/05/25 21:50:00","229130","264672","206587"
"2024/05/25 21:50:30","168155","160479","176409"
"2024/05/25 21:51:00","299225","248816","207035"
"2024/05/25 21:51:30","220808","198108","307624"
"2024/05/25 21:52:00","221866","209522","189904"
"2024/05/25 21:52:30","189385","177069","212394"
"2024/05/25 21:53:00","232419","224172","253953"
"2024/05/25 21:53:30","175134","212857","162456"
"2024/05/25 21:54:00","220146","190692","164829"
"2024/05/25 21:54:30","163740","145016","205496"
"2024/05/25 21:55:00","235227","291156","194615"
"2024/05/25 21:55:30","178547","168826","185116"
"2024/05/25 21:56:00","292004","222822","160769"
"2024/05/25 21:56:30","196685","184108","303446"
"2024/05/25 21:57:00","246286","237428","216812"
"2024/05/25 21:57:30","170260","156127","155866"
"2024/05/25 21:58:00","245160","240275","158530"
"2024/05/25 21:58:30","161364","182636","203659"
"2024/05/25 21:59:00","219745","221844","194952"
"2024/05/25 21:59:30","173772","143487","152520"
